Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%)
9/29/2014,102,102,100,101,Fall,1,0.98,"237,373","2,397,034",0,0,0
9/26/2014,103,105,101,102,Fall,3,2.85,"292,520","3,001,848",2,-2,-1.904761905
9/25/2014,103,105,102,105,Rise,2,1.94,"182,076","1,885,793",2,0,0
9/24/2014,103,104,102,103,Unchnaged,0,0,"119,445","1,230,845",1,0,0
9/23/2014,102,105,101,103,Rise,1,0.98,"229,284","2,365,495",3,0,0
9/22/2014,104,105,101,102,Fall,2,1.92,"215,983","2,217,031",1,0,0
9/19/2014,102,108,101,104,Rise,3,2.97,"684,666","7,183,302",6,1,0.99009901
9/18/2014,102,104,100,101,Fall,1,0.98,"210,783","2,142,622",2,0,0
9/17/2014,101,103,101,102,Unchnaged,0,0,"107,919","1,104,796",2,-1,-0.980392157
9/16/2014,105,105,102,102,Fall,2,1.92,"236,363","2,430,277",0,1,0.961538462
9/15/2014,103,106,103,104,Rise,1,0.97,"284,498","2,973,505",3,0,0
9/12/2014,104,105,102,103,Fall,1,0.96,"257,490","2,658,833",1,0,0
9/11/2014,107,109,103,104,Fall,2,1.88,"523,300","5,558,634",2,1,0.943396226
9/10/2014,101,106,100,106,Rise,5,4.95,"694,052","7,162,806",5,0,0
9/9/2014,101,103,101,101,Unchnaged,0,0,"346,052","3,526,494",2,0,0
9/8/2014,103,106,101,101,Fall,4,3.8,"611,168","6,246,013",3,-2,-1.904761905
9/5/2014,105,109,104,105,Fall,2,1.86,"550,580","5,824,288",4,-2,-1.869158879
9/4/2014,109,112,107,107,Fall,4,3.6,"546,320","5,963,199",3,-2,-1.801801802
9/3/2014,113,115,110,111,Fall,2,1.76,"519,988","5,810,068",2,0,0
9/2/2014,110,117,110,113,Rise,3,2.72,"1,809,394","20,631,395",7,0,0
9/1/2014,106,113,106,110,Rise,2,1.85,"847,166","9,296,103",7,-2,-1.851851852
8/29/2014,100,111,100,108,Rise,6,5.88,"1,894,468","20,328,133",11,-2,-1.960784314
8/28/2014,104,105,101,102,Fall,1,0.97,"626,124","6,441,405",1,1,0.970873786
8/27/2014,98,103,97,103,Rise,4,4.04,"1,511,772","15,250,719",5,-1,-1.01010101
8/26/2014,103,104,99,99,Fall,4,3.88,"1,758,978","17,750,327",1,0,0
8/25/2014,106,109,102,103,Fall,3,2.83,"897,991","9,398,153",3,0,0
8/22/2014,102,113,102,106,Rise,5,4.95,"2,698,846","28,952,657",11,1,0.99009901
8/21/2014,96,102,95,101,Rise,4,4.12,"2,817,126","27,573,803",6,-1,-1.030927835
8/20/2014,98,98,96,97,Fall,1,1.02,"363,131","3,520,559",0,0,0
8/19/2014,98,98,96,98,Unchnaged,0,0,"549,465","5,338,258",0,0,0
8/18/2014,96,98,96,98,Rise,2,2.08,"1,290,575","12,537,571",2,0,0
8/15/2014,98,98,96,96,Fall,2,2.04,"79,109","766,157",0,0,0
8/14/2014,97,98,97,98,Rise,1,1.03,"35,658","346,352",1,0,0
8/13/2014,98,98,97,97,Unchnaged,0,0,"165,955","1,610,175",0,1,1.030927835
8/12/2014,98,99,97,97,Unchnaged,0,0,"430,569","4,218,799",1,1,1.030927835
8/11/2014,99,99,97,97,Fall,1,1.02,"41,131","403,015",0,1,1.020408163
8/8/2014,98,99,97,98,Rise,1,1.03,"48,717","477,452",1,1,1.030927835
8/7/2014,99,99,97,97,Fall,1,1.02,"44,733","437,908",0,1,1.020408163
8/6/2014,98,99,98,98,Fall,1,1.01,"73,184","719,285",1,-1,-1.01010101
8/5/2014,101,101,96,99,Rise,2,2.06,"257,462","2,540,157",0,4,4.12371134
8/4/2014,99,100,97,97,Fall,2,2.02,"50,806","497,963",1,0,0
7/25/2014,96,100,96,99,Unchnaged,0,0,"455,709","4,497,045",4,-3,-3.03030303
7/24/2014,97,102,96,99,Rise,3,3.12,"815,531","8,008,418",5,1,1.041666667
7/23/2014,94,97,94,96,Rise,3,3.22,"65,173","623,681",3,1,1.075268817
7/22/2014,93,94,92,93,Unchnaged,0,0,"160,763","1,493,811",1,0,0
7/21/2014,94,95,91,93,Unchnaged,0,0,"50,635","473,546",1,1,1.075268817
7/18/2014,94,94,92,93,Unchnaged,0,0,"18,397","170,595",0,1,1.075268817
7/17/2014,94,96,91,93,Fall,1,1.06,"32,989","307,378",2,0,0
7/16/2014,94,97,93,94,Unchnaged,0,0,"27,535","260,207",3,0,0
7/15/2014,95,97,94,94,Fall,1,1.05,"13,246","125,148",2,0,0
7/14/2014,97,97,95,95,Fall,3,3.06,"32,494","310,189",0,-1,-1.020408163
7/11/2014,97,98,97,98,Rise,1,1.03,"50,017","486,472",1,0,0
7/10/2014,102,102,97,97,Fall,5,4.9,"78,618","772,018",0,0,0
7/8/2014,99,103,95,102,Rise,3,3.03,"1,204,853","12,061,413",4,0,0
7/7/2014,101,101,99,99,Fall,2,1.98,"78,588","789,510",0,0,0
7/4/2014,102,104,98,101,Fall,1,0.98,"155,259","1,567,943",2,0,0
7/3/2014,102,105,102,102,Unchnaged,0,0,"30,420","314,935",3,0,0
7/2/2014,106,106,102,102,Fall,3,2.85,"23,852","245,238",0,1,0.952380952
7/1/2014,112,112,105,105,Fall,4,3.66,"11,812","125,514",0,3,2.752293578
6/30/2014,108,114,104,109,Rise,1,0.92,"90,041","971,173",6,-11,-9.243697479
6/27/2014,120,120,116,119,Fall,3,2.45,"10,624","125,449",0,-2,-1.639344262
6/26/2014,123,123,119,122,Rise,2,1.66,521,"6,203",0,3,2.5
6/25/2014,125,125,120,120,Fall,4,3.22,850,"10,202",0,1,0.806451613
6/24/2014,120,124,120,124,Rise,5,4.2,430,"5,249",4,1,0.840336134
6/23/2014,120,129,119,119,Fall,1,0.83,"1,394","16,718",9,0,0
6/20/2014,118,122,118,120,Unchnaged,0,0,564,"6,686",4,-2,-1.666666667
6/19/2014,120,121,118,120,Unchnaged,0,0,"1,005","11,967",1,0,0
6/18/2014,123,123,118,120,Unchnaged,0,0,"4,348","52,353",0,3,2.5
6/17/2014,120,123,120,120,Unchnaged,0,0,"4,910","59,032",3,0,0
6/16/2014,123,124,120,120,Fall,4,3.22,"9,211","111,151",1,-1,-0.806451613
6/13/2014,126,126,124,124,Fall,2,1.58,"18,860","235,462",0,0,0
6/12/2014,127,128,126,126,Fall,1,0.78,"5,661","71,440",1,0,0
6/11/2014,125,128,125,127,Rise,3,2.41,"5,396","68,273",3,1,0.806451613
6/10/2014,125,128,124,124,Unchnaged,0,0,"5,943","74,383",3,1,0.806451613
6/9/2014,125,127,124,124,Fall,4,3.12,"2,914","36,291",2,-3,-2.34375
6/6/2014,129,131,128,128,Fall,6,4.47,"14,075","182,415",2,-5,-3.731343284
6/5/2014,129,135,125,134,Rise,5,3.87,"40,505","535,786",6,0,0
6/4/2014,121,130,118,129,Rise,9,7.5,"58,723","743,531",9,1,0.833333333
6/3/2014,125,128,117,120,Fall,5,4,"21,702","259,174",3,0,0
6/2/2014,124,127,124,125,Fall,1,0.79,"7,169","89,213",3,-2,-1.587301587
5/30/2014,128,130,124,126,Fall,7,5.26,"3,345","42,398",2,-5,-3.759398496
5/28/2014,126,133,119,133,Rise,7,5.55,"49,565","641,217",7,0,0
5/26/2014,115,129,115,126,Rise,10,8.62,"65,993","804,056",14,-1,-0.862068966
5/23/2014,116,117,115,116,Unchnaged,0,0,"3,554","41,130",1,0,0
5/22/2014,125,125,113,116,Fall,9,7.19,"75,937","883,657",0,0,0
5/21/2014,129,129,120,125,Fall,4,3.1,"31,746","389,789",0,0,0
5/20/2014,133,133,129,129,Fall,4,3,"33,001","428,024",0,0,0
5/19/2014,132,133,131,133,Unchnaged,0,0,"15,283","201,101",1,-1,-0.751879699
5/16/2014,135,135,132,133,Unchnaged,0,0,"4,721","62,778",0,2,1.503759398
5/14/2014,131,134,131,133,Unchnaged,0,0,"5,107","67,730",3,-2,-1.503759398
5/13/2014,134,134,131,133,Unchnaged,0,0,"7,496","99,186",0,1,0.751879699
5/12/2014,133,134,128,133,Unchnaged,0,0,"4,824","63,623",1,0,0
5/9/2014,134,135,132,133,Unchnaged,0,0,"4,151","54,888",1,1,0.751879699
5/8/2014,133,135,132,133,Rise,1,0.75,"4,576","60,985",2,1,0.757575758
5/7/2014,131,136,131,132,Fall,3,2.22,"2,711","36,099",5,-4,-2.962962963
5/6/2014,134,137,132,135,Fall,1,0.73,"2,927","39,137",3,-2,-1.470588235
5/5/2014,137,140,135,136,Rise,1,0.74,"17,779","241,937",3,2,1.481481481
5/2/2014,134,135,132,135,Unchnaged,0,0,"13,748","183,078",1,-1,-0.740740741
4/30/2014,136,137,134,135,Fall,1,0.73,"5,823","78,948",1,0,0
4/29/2014,135,136,133,136,Rise,4,3.03,"7,351","98,207",1,3,2.272727273
4/28/2014,137,137,132,132,Fall,4,2.94,"11,189","150,833",0,1,0.735294118
4/25/2014,138,139,135,136,Rise,1,0.74,"14,949","204,334",1,3,2.222222222
4/24/2014,139,139,135,135,Fall,2,1.45,"12,619","172,912",0,2,1.459854015
4/23/2014,137,138,135,137,Unchnaged,0,0,"4,473","60,990",1,0,0
4/22/2014,141,144,137,137,Fall,1,0.72,"48,375","677,956",3,3,2.173913043
4/21/2014,135,139,130,138,Rise,3,2.22,"26,565","365,620",4,0,0
4/17/2014,134,137,134,135,Fall,2,1.45,"2,009","27,051",3,-3,-2.189781022
4/16/2014,134,137,133,137,Rise,2,1.48,"9,728","130,554",3,-1,-0.740740741
4/15/2014,135,136,135,135,Unchnaged,0,0,"6,042","81,567",1,0,0
4/14/2014,137,137,134,135,Fall,1,0.73,"3,847","52,043",0,1,0.735294118
4/11/2014,137,137,136,136,Fall,1,0.72,367,"5,008",0,0,0
4/10/2014,135,140,134,137,Fall,1,0.72,"17,504","239,215",5,-3,-2.173913043
4/8/2014,136,141,135,138,Rise,2,1.47,"23,742","330,004",5,0,0
4/7/2014,136,140,135,136,Unchnaged,0,0,"23,425","321,487",4,0,0
4/4/2014,136,138,136,136,Unchnaged,0,0,"2,576","35,186",2,0,0
4/3/2014,136,137,135,136,Fall,2,1.44,"8,637","117,661",1,-2,-1.449275362
4/2/2014,139,139,136,138,Fall,1,0.71,"5,523","76,228",0,0,0
4/1/2014,137,141,136,139,Unchnaged,0,0,"3,383","46,590",4,-2,-1.438848921
3/28/2014,137,141,134,139,Rise,3,2.2,"33,724","465,907",4,1,0.735294118
3/27/2014,137,139,135,136,Fall,3,2.15,"10,851","148,801",2,-2,-1.438848921
3/26/2014,139,141,139,139,Rise,1,0.72,"7,114","99,551",2,1,0.724637681
3/25/2014,136,139,136,138,Fall,2,1.42,"7,870","108,458",3,-4,-2.857142857
3/24/2014,140,141,140,140,Fall,2,1.4,"6,921","97,059",1,-2,-1.408450704
3/21/2014,141,142,139,142,Rise,2,1.42,"13,724","192,727",1,1,0.714285714
3/20/2014,147,147,140,140,Fall,7,4.76,"12,807","183,750",0,0,0
3/19/2014,149,149,147,147,Fall,1,0.67,"13,604","200,894",0,1,0.675675676
3/18/2014,148,150,146,148,Unchnaged,0,0,"108,441","1,612,421",2,0,0
3/17/2014,149,149,144,148,Fall,1,0.67,"57,571","844,231",0,0,0
3/14/2014,149,150,145,149,Fall,1,0.66,"59,968","891,828",1,-1,-0.666666667
3/13/2014,149,152,144,150,Rise,2,1.35,"127,493","1,898,284",3,1,0.675675676
3/12/2014,139,150,139,148,Rise,8,5.71,"221,901","3,269,591",11,-1,-0.714285714
3/11/2014,130,142,129,140,Rise,11,8.52,"276,847","3,806,825",12,1,0.775193798
3/10/2014,130,130,127,129,Fall,1,0.76,"20,789","267,991",0,0,0
3/7/2014,130,131,128,130,Rise,2,1.56,"14,023","181,430",1,2,1.5625
3/6/2014,130,130,128,128,Unchnaged,0,0,"16,485","211,310",0,2,1.5625
3/5/2014,130,130,128,128,Fall,2,1.53,"16,321","210,167",0,0,0
3/4/2014,128,130,128,130,Unchnaged,0,0,"23,282","300,120",2,-2,-1.538461538
3/3/2014,130,132,126,130,Fall,3,2.25,"42,673","548,187",2,-3,-2.255639098
2/28/2014,132,135,127,133,Rise,1,0.75,"51,053","665,401",3,0,0
2/27/2014,125,134,125,132,Rise,7,5.6,"50,037","657,203",9,0,0
2/26/2014,131,134,125,125,Fall,7,5.3,"82,230","1,054,072",3,-1,-0.757575758
2/25/2014,135,135,132,132,Unchnaged,0,0,"2,479","32,948",0,3,2.272727273
2/24/2014,133,134,131,132,Fall,1,0.75,"12,540","166,806",1,0,0
2/21/2014,137,137,133,133,Fall,1,0.74,"21,821","292,039",0,3,2.23880597
2/20/2014,136,138,133,134,Fall,2,1.47,"69,935","954,963",2,0,0
2/19/2014,129,140,129,136,Rise,8,6.25,"313,102","4,182,592",11,1,0.78125
2/18/2014,129,130,126,128,Fall,1,0.77,"9,947","127,505",1,0,0
2/17/2014,135,135,128,129,Fall,4,3,"49,333","641,007",0,2,1.503759398
2/14/2014,133,134,131,133,Unchnaged,0,0,"7,401","97,753",1,0,0
2/13/2014,135,135,132,133,Fall,1,0.74,"10,292","136,509",0,1,0.746268657
2/12/2014,135,136,134,134,Fall,1,0.74,"13,966","188,312",1,0,0
2/11/2014,135,136,134,135,Unchnaged,0,0,"7,186","96,647",1,0,0
2/10/2014,135,137,135,135,Unchnaged,0,0,"12,556","169,835",2,0,0
2/7/2014,140,140,135,135,Fall,1,0.73,"14,008","192,102",0,4,2.941176471
2/6/2014,140,140,136,136,Fall,2,1.44,"23,986","327,908",0,2,1.449275362
2/5/2014,144,144,136,138,Fall,2,1.42,"21,652","295,569",0,4,2.857142857
2/4/2014,138,140,137,140,Rise,2,1.44,"7,305","101,793",2,0,0
2/3/2014,141,142,138,138,Fall,3,2.12,"8,193","114,335",1,0,0
1/30/2014,143,146,140,141,Fall,2,1.39,"29,416","419,567",3,0,0
1/29/2014,141,150,141,143,Rise,6,4.37,"54,634","798,637",9,4,2.919708029
1/28/2014,139,139,137,137,Fall,2,1.43,"7,364","101,769",0,0,0
1/27/2014,142,144,137,139,Fall,5,3.47,"81,029","1,127,521",2,-2,-1.388888889
1/24/2014,146,147,144,144,Fall,2,1.36,"7,674","111,246",1,0,0
1/23/2014,141,148,141,146,Rise,6,4.28,"52,455","760,028",7,1,0.714285714
1/22/2014,140,147,140,140,Unchnaged,0,0,"79,836","1,136,771",7,0,0
1/21/2014,137,142,136,140,Rise,3,2.18,"48,284","667,950",5,0,0
1/20/2014,135,140,134,137,Rise,2,1.48,"39,853","547,354",5,0,0
1/17/2014,137,137,134,135,Unchnaged,0,0,"1,858","25,055",0,2,1.481481481
1/16/2014,136,136,135,135,Fall,1,0.73,"2,355","31,912",0,0,0
1/15/2014,139,139,134,136,Fall,1,0.72,"4,251","57,702",0,2,1.459854015
1/13/2014,137,140,135,137,Rise,1,0.73,"12,793","174,790",3,1,0.735294118
1/10/2014,137,138,136,136,Fall,1,0.72,"8,146","111,491",1,0,0
1/9/2014,138,143,137,137,Fall,1,0.72,"8,421","116,416",5,0,0
1/8/2014,136,140,134,138,Rise,2,1.47,"19,968","271,130",4,0,0
1/7/2014,137,137,135,136,Fall,1,0.72,"37,809","514,110",0,0,0
1/6/2014,135,140,135,137,Fall,2,1.43,"39,089","535,709",5,-4,-2.877697842
1/3/2014,140,143,137,139,Fall,4,2.79,"20,685","289,775",3,-3,-2.097902098
1/2/2014,137,147,136,143,Rise,10,7.51,"10,150","142,321",10,137,#DIV/0!
